health_plan_id,month_date,total_eligible_members,avg_member_age,medicare_aged_members,utilizing_members,total_claims,total_unique_drugs,total_days_supply,total_quantity,total_drug_spend,plan_paid_amount,patient_paid_amount,utilization_rate,pmpm_total_spend,new_members,termed_members,male_members,female_members,pediatric_members,adult_members,unique_zip_codes,total_approved_ingredient_cost,total_calculated_ingredient_cost,total_payable_ingredient_cost,total_submitted_ingredient_cost,total_awp_cost,total_submitted_fee,total_acquisition_cost,total_approved_fee,total_calculated_fee,total_pmpm_all_months,rolling_3month_spend,rolling_3month_pmpm,prior_year_spend,prior_year_utilizing_members,mom_spend_change,mom_membership_change_pct
100_1000001_10011845,2023-01-01,2262,28,51,649,1608,1570,61226,93838.25,170262.11,144684.6,25577.51,0.29,75.27,12,310,1029,1233,538,1673,1165,167414.21,167363.26,167414.21,497451.14,501251.95,6527.49,205696.43,2469.9,2462.9,111.37,170262.11,75.27,0,0,0,0
100_1000001_10011845,2023-02-01,2045,28,47,557,1263,1246,48335,74820.45,101409.74,84067.31,17342.43,0.27,49.59,4,329,939,1106,488,1510,1058,99286.69,99286.69,99286.69,353530.07,354014.72,3950.26,124450.87,1943.05,1943.05,111.37,135835.93,62.43,0,0,-68852.37,-9.6
100_1000001_10011845,2023-03-01,1773,28,43,496,1195,1166,45692,74364.8,152539.42,135012.37,17527.05,0.28,86.03,8,351,821,952,420,1310,915,150425.42,150425.42,150425.42,402687.5,401627.83,2930.33,181556.26,1854,1854,111.37,141403.76,70.3,0,0,51129.68,-13.3
100_1000001_10011845,2023-04-01,1449,28,35,382,882,867,38147,59131.1,113436.37,100670.47,12765.9,0.26,78.29,4,323,669,780,340,1074,757,112016.52,112016.52,112016.52,319171.33,322072.2,3533.76,135787.47,1359.85,1359.85,111.37,122461.84,71.3,0,0,-39103.05,-18.3
100_1000001_10011845,2023-05-01,1148,29,30,297,702,682,28907,46062.3,72048.65,61030.13,11018.52,0.26,62.76,13,552,544,604,266,852,604,70885.35,70885.35,70885.35,208316.6,207796.72,2393.7,87542.04,1103.3,1103.3,111.37,112674.81,75.69,0,0,-41387.72,-20.8
100_1000001_10011845,2023-06-01,617,29,18,158,372,361,14187,22745.5,55482.1,47987.27,7494.83,0.26,89.92,0,616,315,302,147,452,336,54866.95,54866.95,54866.95,133288.62,133060.93,1228.09,65388.4,555.15,555.15,111.37,80322.37,76.99,0,0,-16566.55,-46.3
100_1000001_10011845,2023-07-01,7711,30,188,2246,5239,5150,236752,336907.48,741024.27,624586.79,116437.48,0.29,96.1,7710,371,3575,4136,2036,5487,3108,732378.22,732171.48,732378.22,2045308.15,2040111.91,13382.87,870574.74,8306.05,8271.05,111.37,289518.34,82.93,0,0,685542.17,1149.8
100_1000001_10011845,2023-08-01,7551,30,192,2348,5874,5712,272494,397665.08,869111.63,740356.51,128755.12,0.31,115.1,20,347,3507,4044,1991,5368,3021,859072.28,858903.27,859072.28,2407204.55,2379990.63,16028.97,1023366.94,9347.35,9312.35,111.37,555206,100.37,0,0,128087.36,-2.1
100_1000001_10011845,2023-09-01,7367,30,191,2192,5425,5333,231910,350619.23,814622.25,700892.07,113730.18,0.3,110.58,27,376,3415,3952,1951,5225,2928,799455.1,799380.24,799455.1,2155616.98,2128681.46,16449.77,942091.16,8572.15,8558.15,111.37,808252.72,107.26,0,0,-54489.38,-2.4
100_1000001_10011845,2023-10-01,7121,31,189,2379,5836,5725,237151,345204.98,929303.27,810461.31,118841.96,0.33,130.5,6,324,3307,3814,1899,5033,2812,904205.52,903964.84,904205.52,2279241.39,2251408.38,16330,1050765.36,9070.75,9021.75,111.37,871012.38,118.73,0,0,114681.02,-3.3
100_1000001_10011845,2023-11-01,6952,31,177,2297,5663,5576,240292,350051.16,846236.2,738183.43,108052.77,0.33,121.73,30,292,3226,3726,1856,4919,2730,828260.8,828166.38,828260.8,2170052.75,2142533.97,16769.96,974664.65,8879.2,8865.2,111.37,863387.24,120.94,0,0,-83067.07,-2.4
100_1000001_10011845,2023-12-01,6795,31,172,2083,5119,5034,221100,319800.1,846246.99,756868.18,89378.81,0.31,124.54,14,326,3160,3635,1828,4795,2636,835298.61,835146.48,835298.61,2139518.95,2113633.5,15258.55,968947.63,8273.85,8245.85,111.37,873928.82,125.59,0,0,10.79,-2.3
100_1000001_10011845,2024-01-01,6548,31,163,2176,5410,5292,236595,359161.02,888467.74,804190.53,84277.21,0.33,135.69,11,369,3038,3510,1756,4629,2522,877779.29,877335.75,877779.29,2193389.44,2186911.5,21659.3,1030155.17,8720.8,8650.8,111.37,860316.98,127.32,170262.11,649,42220.75,-3.6
100_1000001_10011845,2024-02-01,6296,31,155,1933,4456,4389,199944,286582.9,704748.81,641647.39,63101.42,0.31,111.94,7,296,2892,3404,1690,4451,2407,697113.61,697067.14,697113.61,1806718.4,1802888.45,12272.02,815089.11,7077.2,7070.2,111.37,813154.51,124.06,101409.74,557,-183718.93,-3.8
100_1000001_10011845,2024-03-01,6100,31,155,1948,4806,4703,216545,327533.14,812700.12,744431.58,68268.54,0.32,133.23,5,323,2801,3299,1644,4301,2304,804171.27,804011.76,804171.27,2077845.18,2042325.67,19905.16,933979.32,7730.85,7709.85,111.37,801972.22,126.95,152539.42,496,107951.31,-3.1
100_1000001_10011845,2024-04-01,5866,31,153,1839,4521,4439,209745,302537.96,833427.54,772603.99,60823.55,0.31,142.08,22,355,2693,3173,1585,4128,2184,825824.37,825718.5,825824.37,2073793.04,2032585.2,14640.68,956935.57,7162.8,7136.8,111.37,783625.49,129.08,113436.37,382,20727.42,-3.8
100_1000001_10011845,2024-05-01,5590,31,143,1774,4341,4256,196448,270423.83,747414.47,689760.38,57654.09,0.32,133.71,3,320,2574,3016,1525,3922,2048,739983.97,739797.99,739983.97,1827531.93,1805814.84,13882.45,863091.89,7030.5,7002.5,111.37,797847.38,136.34,72048.65,297,-86013.07,-4.7
100_1000001_10011845,2024-06-01,5329,31,126,1576,3735,3679,175852,257078.28,641472.39,594242.42,47229.97,0.3,120.37,4,5329,2462,2867,1470,3733,1913,634914.24,634869.29,634914.24,1658375.82,1644768.1,19518.73,740244.45,6038.15,6031.15,111.37,740771.47,132.05,55482.1,158,-105942.08,-4.7
100_1000001_10011845,2024-07-01,24010,31,466,7473,17819,17394,785847,1224605.44,3071959.56,2722561.87,349397.69,0.31,127.95,24010,312,10931,13079,6311,17233,8624,3042532.21,3041559.11,3042532.21,7767055.76,7710582.92,24814.57,3622631.53,27603.85,27512.85,111.37,1486948.81,127.34,741024.27,2246,2430487.17,350.6
100_1000001_10011845,2024-08-01,24034,31,472,7504,17820,17450,780940,1187828.75,3279877.41,2930005.18,349872.23,0.31,136.47,46,406,10944,13090,6291,17271,8627,3249170.26,3248227.53,3249170.26,8011861.9,7895176.07,46204.86,3789989.38,27846,27762,111.37,2331103.12,128.26,869111.63,2348,207917.85,0.1
100_1000001_10011845,2024-09-01,23981,31,483,7481,17760,17489,746336,1134534.96,2989075.84,2659966.74,329109.1,0.31,124.64,69,287,10923,13058,6284,17214,8577,2934313.78,2933682.82,2934313.78,7569926.09,7476540.13,57196.77,3474113.59,27745.95,27679.95,111.37,3113637.6,129.69,814622.25,2192,-290801.57,-0.2
100_1000001_10011845,2024-10-01,24042,31,478,8204,19604,19202,806861,1259491.12,3477308.94,3133227.94,344081,0.34,144.63,69,316,10952,13090,6299,17265,8581,3406831.63,3406064.33,3406831.63,8352587.95,8180952.5,64871.28,3947406.62,30081.05,29992.05,111.37,3248754.06,135.25,929303.27,2379,488233.1,0.3
100_1000001_10011845,2024-11-01,24066,31,479,7840,18241,17957,749311,1157840.2,2971412.68,2651923.23,319489.45,0.33,123.47,81,236,10946,13120,6272,17315,8592,2917366.38,2916681.43,2917366.38,7547547.63,7391712.36,50495.35,3447974.24,28441.55,28361.55,111.37,3145932.49,130.91,846236.2,2297,-505896.26,0.1
100_1000001_10011845,2024-12-01,24132,31,486,6717,14482,14399,626177,935005.32,2369102.1,2117647.68,251454.42,0.28,98.17,29,67,10986,13146,6285,17361,8603,2340998.05,2340355.09,2340998.05,5983775.35,5897267.28,44224.49,2715200.34,22796.6,22713.6,111.37,2939274.57,122.09,846246.99,2083,-602310.58,0.3
100_1000002_1641811057,2024-07-01,4941,31,90,1377,3353,3292,156336,220133,634001.45,562856.38,71145.07,0.28,128.31,4941,76,2298,2643,1418,3433,244,628122.25,627978.91,628122.25,1575795.09,1525384.28,16129.25,725631.63,5599.2,5585.2,132.49,634001.45,128.31,0,0,0,0
100_1000002_1641811057,2024-08-01,5008,31,89,1493,3655,3581,169280,234306.15,712172.24,635905.77,76266.47,0.3,142.21,17,44,2324,2684,1431,3488,252,705356.24,705335.52,705356.24,1765267.55,1720051.57,15196.62,824874.73,6106,6099,132.49,673086.85,135.26,0,0,78170.79,1.4
100_1000002_1641811057,2024-09-01,5141,31,93,1552,3759,3706,161815,234367.88,691898.37,615930.28,75968.09,0.3,134.58,10,61,2383,2758,1457,3591,259,678888.87,678833.01,678888.87,1620033,1594992.38,16323.29,787211.52,6162.5,6148.5,132.49,679357.35,135.03,0,0,-20273.87,2.7
100_1000002_1641811057,2024-10-01,5243,31,92,1748,4161,4080,175032,261602.57,828796.02,748816.28,79979.74,0.33,158.08,8,58,2426,2817,1480,3671,267,809687.52,809583.88,809687.52,1908465.01,1864980.2,17635.6,939881.79,6585.5,6571.5,132.49,744288.88,144.96,0,0,136897.65,2
100_1000002_1641811057,2024-11-01,5320,31,94,1680,3908,3850,172617,239556.95,727375.16,655560.28,71814.88,0.32,136.72,3,54,2448,2872,1488,3738,268,715724.71,715686.88,715724.71,1674860.24,1682481.66,20485.55,825191,6288.45,6276.45,132.49,749356.52,143.13,0,0,-101420.86,1.5
100_1000002_1641811057,2024-12-01,5365,31,97,1352,2955,2935,133038,196505.65,509958.73,457514.69,52444.04,0.25,95.05,3,11,2464,2901,1492,3776,272,504429.28,504429.28,504429.28,1303136.24,1276171.92,13449.54,583334.45,4917.45,4917.45,132.49,688709.97,129.95,0,0,-217416.43,0.8
110_1100002_1641810581,2023-01-01,769,37,52,274,719,705,34810,55838.56,132220.22,111213.3,21006.92,0.36,171.94,64,17,311,458,160,557,57,131428.32,131428.32,131428.32,293333.95,291534.19,-11525.15,142191.54,491.9,491.9,230.83,132220.22,171.94,0,0,0,0
110_1100002_1641810581,2023-02-01,768,37,52,259,687,678,31954,46853.94,167714.89,141836.26,25878.63,0.34,218.38,15,23,310,458,159,557,57,167129.04,167129.04,167129.04,344588.59,342224.75,-11966.86,179672.98,505.85,505.85,230.83,149967.56,195.16,0,0,35494.67,-0.1
110_1100002_1641810581,2023-03-01,777,37,54,284,743,713,35443,52746.31,174348.68,149958.64,24390.04,0.37,224.39,31,32,310,467,162,561,56,173802.53,173802.53,173802.53,372768.96,369951.34,-13037.85,189967.08,506.15,506.15,230.83,158094.6,204.9,0,0,6633.79,1.2
110_1100002_1641810581,2023-04-01,765,37,51,281,658,647,31192,46837.36,171314.48,154890.24,16424.24,0.37,223.94,20,16,301,464,150,564,57,170706.93,170706.93,170706.93,342767.63,341920.83,-18374.24,181716.93,468.55,468.55,230.83,171126.02,222.24,0,0,-3034.2,-1.5
110_1100002_1641810581,2023-05-01,761,37,49,271,671,651,32493,44737.96,150810.51,140925.76,9884.75,0.36,198.17,10,13,300,461,147,565,57,150182.84,150182.84,150182.84,328131.96,325887.03,-18380.77,162202.41,466.45,466.45,230.83,165491.22,215.5,0,0,-20503.97,-0.5
110_1100002_1641810581,2023-06-01,763,38,51,280,660,644,31774,46350.95,160434.28,152517.98,7916.3,0.37,210.27,14,13,299,464,144,568,59,159986.03,159986.03,159986.03,342190.78,342107.86,-14853.03,172651.89,448.25,448.25,230.83,160853.09,210.79,0,0,9623.77,0.3
110_1100002_1641810581,2023-07-01,769,38,51,254,657,640,31835,46844.2,166248.12,159098.91,7149.21,0.33,216.19,19,24,301,468,144,574,55,165738.47,165738.47,165738.47,319717.46,319335.31,-15849.32,178884.74,449.65,449.65,230.83,159164.3,208.21,0,0,5813.84,0.8
110_1100002_1641810581,2023-08-01,757,38,53,281,790,756,38418,55988.85,175193.59,167598.68,7594.91,0.37,231.43,11,16,296,461,141,563,54,174543.48,174543.48,174543.48,384201.9,383759.82,-14064.74,188630.55,590.3,590.3,230.83,167292,219.3,0,0,8945.47,-1.6
110_1100002_1641810581,2023-09-01,742,38,54,276,701,686,32751,57599,174766.38,166698.75,8067.63,0.37,235.53,1,21,289,453,136,552,53,173340.33,173340.33,173340.33,344018.22,343172.68,-12189.96,183737.68,542.05,542.05,230.83,172069.36,227.72,0,0,-427.21,-2
110_1100002_1641810581,2023-10-01,728,38,56,294,673,654,31220,42089.3,148148.29,140977.73,7170.56,0.4,203.5,7,9,283,445,131,541,51,146377.94,146377.94,146377.94,301059.11,300198.47,-13233.43,159631,483.35,483.35,230.83,166036.09,223.49,0,0,-26618.09,-1.9
110_1100002_1641810581,2023-11-01,724,38,54,284,701,688,32298,46569.03,159242.19,152981.04,6261.15,0.39,219.95,4,18,283,441,130,540,52,157793.94,157793.94,157793.94,327172,325736.66,-12226.89,169380.21,537.25,537.25,230.83,160718.95,219.66,0,0,11093.9,-0.5
110_1100002_1641810581,2023-12-01,719,38,51,278,757,738,36813,45249.7,208779.67,201035.17,7744.5,0.39,290.38,12,31,278,441,131,537,52,207887.92,207887.92,207887.92,410498.52,410062.58,-17179.8,220157.27,518.75,518.75,230.83,172056.72,237.94,0,0,49537.48,-0.7
110_1100002_1641810581,2024-01-01,820,37,51,307,760,742,36207,50710.68,165092.11,138416.32,26675.79,0.37,201.33,132,10,316,504,163,606,54,164285.71,164285.71,164285.71,351396.33,350998.34,-16206.47,176977.96,567.4,567.4,230.83,177704.66,237.22,132220.22,274,-43687.56,14
110_1100002_1641810581,2024-02-01,816,37,48,290,711,700,34693,55133.58,194760.97,167432.72,27328.25,0.36,238.68,5,6,316,500,164,604,54,194191.47,194191.47,194191.47,393864,393776.41,-17568.42,205563.94,491.5,491.5,230.83,189544.25,243.46,167714.89,259,29668.86,-0.5
110_1100002_1641810581,2024-03-01,831,36,49,316,823,805,38595,53076.33,164090.68,143501.21,20589.47,0.38,197.46,21,18,319,512,170,612,56,163433.43,163433.43,163433.43,372255.51,369395.87,-14678.01,178125.19,577.25,577.25,230.83,174647.92,212.49,174348.68,284,-30670.29,1.8
110_1100002_1641810581,2024-04-01,837,36,47,283,696,687,33904,49015.8,227740.72,204746.95,22993.77,0.34,272.09,24,13,326,511,170,620,57,227186.57,227186.57,227186.57,434110.95,433512.67,-17213.06,241803.99,454.15,454.15,230.83,195530.79,236.08,171314.48,281,63650.04,0.7
110_1100002_1641810581,2024-05-01,836,36,47,301,732,716,34890,46338.7,194578.25,178962.29,15615.96,0.36,232.75,12,11,327,509,170,619,58,194018.25,194018.25,194018.25,383399.85,383321.28,-15987.28,204722.41,480,480,230.83,195469.88,234.1,150810.51,271,-33162.47,-0.1
110_1100002_1641810581,2024-06-01,842,36,48,299,730,715,36796,51428.9,184889.09,173165.74,11723.35,0.36,219.58,16,25,325,517,175,619,56,184407.69,184407.69,184407.69,396762.59,395268.76,-12413.61,201126.03,461.4,461.4,230.83,202402.69,241.47,160434.28,280,-9689.16,0.7
110_1100002_1641810581,2024-07-01,833,36,49,291,748,728,35500,45284.2,216185.11,205380.52,10804.59,0.35,259.53,16,18,322,511,171,613,56,215646.11,215646.11,215646.11,424700.82,422734.01,-17725.32,227961.41,499,499,230.83,198550.82,237.29,166248.12,254,31296.02,-1.1
110_1100002_1641810581,2024-08-01,828,37,53,290,766,747,37135,62020.5,178936.56,170224.02,8712.54,0.35,216.11,12,20,321,507,170,605,55,178249.21,178249.21,178249.21,380810.42,380109.7,-14446.74,187016.1,491.35,491.35,230.83,193336.92,231.74,175193.59,281,-37248.55,-0.6
110_1100002_1641810581,2024-09-01,821,36,50,300,766,755,36990,59905.13,223549.01,215352.42,8196.59,0.37,272.29,9,13,318,503,168,603,54,221775.86,221775.86,221775.86,420601.83,419232.83,-6661.58,234958.63,471.15,471.15,230.83,206223.56,249.31,174766.38,276,44612.45,-0.8
110_1100002_1641810581,2024-10-01,835,36,49,297,742,726,34313,52198.25,248598.01,238651.12,9946.89,0.36,297.72,26,16,320,515,174,612,54,247539.06,247539.06,247539.06,464422.71,446268.51,-13655.15,264732.94,484.95,484.95,230.83,217027.86,262.04,148148.29,294,25049,1.7
110_1100002_1641810581,2024-11-01,833,36,49,285,744,737,33582,47428.8,219250.86,206330.12,12920.74,0.34,263.21,12,9,319,514,173,611,55,217814.56,217814.56,217814.56,421817.45,398786.13,-7837.94,228084.37,494.3,494.3,230.83,230465.96,277.74,159242.19,284,-29347.15,-0.2
110_1100002_1641810581,2024-12-01,842,36,48,280,632,627,31360,49208.9,189503.13,183282.34,6220.79,0.33,225.06,14,14,325,517,181,613,57,188952.38,188952.38,188952.38,374144.68,360746.13,-13346.24,204582.95,373.75,373.75,230.83,219117.33,262,208779.67,278,-29747.73,1.1
110_1100002_1641810582,2023-01-01,1121,30,22,259,498,490,21746,34288.45,107047.83,86540.84,20506.99,0.23,95.49,111,20,454,668,331,768,47,106336.98,106336.98,106336.98,213026.49,212143.68,-9470.99,112126.19,373.85,373.85,100.63,107047.83,95.49,0,0,0,0
110_1100002_1641810582,2023-02-01,1115,30,22,248,496,489,22446,30809.9,127203.47,111536.95,15666.52,0.22,114.08,12,20,446,670,327,766,45,126774.07,126774.07,126774.07,241105.55,240655.6,-6731.14,131691.55,369.4,369.4,100.63,117125.65,104.79,0,0,20155.64,-0.5
110_1100002_1641810582,2023-03-01,1118,30,21,283,573,561,25779,38312.65,149342.45,125777.86,23564.59,0.25,133.58,19,14,446,673,331,766,46,148926.15,148926.15,148926.15,272420.15,272183.66,-10642.48,154898.16,416.3,416.3,100.63,127864.58,114.38,0,0,22138.98,0.3
110_1100002_1641810582,2023-04-01,1123,30,21,250,523,516,23924,32556.65,137136.93,121315.47,15821.46,0.22,122.12,17,13,450,674,331,771,47,136718.03,136718.03,136718.03,252688.42,252105.04,-13418.31,142000.67,378.9,378.9,100.63,137894.28,123.26,0,0,-12205.52,0.4
110_1100002_1641810582,2023-05-01,1125,30,23,276,542,526,22427,41590.53,81138.39,67241.74,13896.65,0.25,72.12,12,22,447,678,332,770,47,80660.59,80660.59,80660.59,187765.8,186852.12,-12331.82,86863.92,417.8,417.8,100.63,122539.26,109.27,0,0,-55998.54,0.2
110_1100002_1641810582,2023-06-01,1127,30,23,270,524,511,22974,28914.4,95129.79,84025.76,11104.03,0.24,84.41,22,25,448,679,335,769,46,94678.44,94678.44,94678.44,196435.53,196167.74,-10205.65,98876.97,391.35,391.35,100.63,104468.37,92.88,0,0,13991.4,0.2
110_1100002_1641810582,2023-07-01,1108,30,23,250,492,486,24269,32298.1,83005.18,74306.2,8698.98,0.23,74.91,6,26,440,668,321,764,44,82677.88,82677.88,82677.88,187840.15,186945.38,-8567.12,88671.99,327.3,327.3,100.63,86424.45,77.15,0,0,-12124.61,-1.7
110_1100002_1641810582,2023-08-01,1110,30,21,262,495,488,21125,26792.7,101768.04,93978.64,7789.4,0.24,91.68,23,27,445,665,321,768,44,101228.99,101228.99,101228.99,197851.62,197475.14,-6665.26,109116.7,379.05,379.05,100.63,93301,83.67,0,0,18762.86,0.2
110_1100002_1641810582,2023-09-01,1105,30,19,256,520,516,22694,32783.4,93774.15,86643.77,7130.38,0.23,84.86,11,19,446,659,320,766,44,93034.3,93034.3,93034.3,194821.8,194520.88,-13693.92,98548.46,409.85,409.85,100.63,92849.12,83.82,0,0,-7993.89,-0.5
110_1100002_1641810582,2023-10-01,1114,30,19,281,567,558,23080,38781.1,112047.91,106035.35,6012.56,0.25,100.58,24,15,457,657,331,764,44,110543.71,110543.71,110543.71,217104.04,216651.34,-14274.9,115823.77,444.2,444.2,100.63,102530.03,92.37,0,0,18273.76,0.8
110_1100002_1641810582,2023-11-01,1116,30,22,274,531,526,22900,28475.6,97276,91306.06,5969.94,0.25,87.16,16,11,453,663,331,763,43,96197.8,96197.8,96197.8,198602.21,198525.34,-6333.56,100627.69,399.2,399.2,100.63,101032.69,90.87,0,0,-14771.91,0.2
110_1100002_1641810582,2023-12-01,1120,30,22,269,543,531,23226,30591.1,101578.07,95779.03,5799.04,0.24,90.69,14,51,454,666,331,767,45,101015.12,101015.12,101015.12,208333.96,208103.57,-17085.01,104824.55,403.95,403.95,100.63,103633.99,92.81,0,0,4302.07,0.4
110_1100002_1641810582,2024-01-01,1283,30,24,321,663,653,29205,45928.5,101602.38,83051.73,18550.65,0.25,79.19,212,21,520,763,380,879,50,100940.63,100940.63,100940.63,228462.55,228059.85,-11556.86,104988.12,481.75,481.75,100.63,100152.15,85.68,107047.83,259,24.31,14.6
110_1100002_1641810582,2024-02-01,1275,30,25,326,652,634,28422,50435.46,123107.31,101355.86,21751.45,0.26,96.55,10,12,513,762,376,874,50,122588.21,122588.21,122588.21,297713.33,297585.14,-14879.41,130692.06,479.1,479.1,100.63,108762.59,88.81,127203.47,248,21504.93,-0.6
110_1100002_1641810582,2024-03-01,1278,30,26,336,693,681,30027,40746.62,154360.38,128575.04,25785.34,0.26,120.78,14,24,516,762,376,876,51,153716.93,153716.93,153716.93,314743.75,289900.36,-15554.37,162496.44,503.45,503.45,100.63,126356.69,98.84,149342.45,283,31253.07,0.2
110_1100002_1641810582,2024-04-01,1270,30,28,316,656,641,30801,45648.66,90687.67,78416.03,12271.64,0.25,71.41,13,34,516,754,374,868,49,90237.17,90237.17,90237.17,235090.71,225521.54,-10074.31,97022.51,430.5,430.5,100.63,122718.45,96.25,137136.93,250,-63672.71,-0.6
110_1100002_1641810582,2024-05-01,1258,30,26,311,621,605,28760,37262.9,115811.85,100532.34,15279.51,0.25,92.06,21,21,511,747,374,858,48,115351.1,115351.1,115351.1,260351.76,251161.86,-13518.1,120794.46,440.75,440.75,100.63,120286.63,94.75,81138.39,276,25124.18,-0.9
110_1100002_1641810582,2024-06-01,1268,30,26,296,617,604,27126,41468.05,178197.65,166178.7,12018.95,0.23,140.53,30,20,513,755,376,866,46,177715.05,177674.16,177715.05,332597.51,322952.66,-14567.77,180518.08,462.6,455.6,100.63,128232.39,101.33,95129.79,270,62385.8,0.8
110_1100002_1641810582,2024-07-01,1279,30,26,326,696,671,33066,46526.05,141993.79,130964.63,11029.16,0.25,111.02,29,29,522,757,382,871,47,141451.84,141451.84,141451.84,301430.44,293426.46,-21684.14,143018.28,481.95,481.95,100.63,145334.43,114.54,83005.18,250,-36203.86,0.9
110_1100002_1641810582,2024-08-01,1271,30,26,332,678,663,30361,48244.8,147449.35,138352.52,9096.83,0.26,116.01,21,13,522,749,372,873,49,146894.5,146894.5,146894.5,314471.76,294738.02,-21081.53,150895.2,494.85,494.85,100.63,155880.26,122.52,101768.04,262,5455.56,-0.6
110_1100002_1641810582,2024-09-01,1276,30,24,320,714,702,29609,39504.89,127739.27,118740.49,8998.78,0.25,100.11,18,15,526,750,376,876,48,126497.37,126497.37,126497.37,288480.96,278090.8,-21669.34,129225.21,534.9,534.9,100.63,139060.8,109.05,93774.15,256,-19710.08,0.4
110_1100002_1641810582,2024-10-01,1303,30,24,344,727,711,32532,43576.85,145008.22,136851.74,8156.48,0.26,111.29,41,19,540,763,391,888,49,143608.27,143608.27,143608.27,304363.77,296265.58,-17623.2,146168.47,499.95,499.95,100.63,140065.61,109.14,112047.91,281,17268.95,2.1
110_1100002_1641810582,2024-11-01,1334,30,26,354,739,728,31880,48138.5,154968.33,146029.1,8939.23,0.27,116.17,44,27,552,782,397,911,53,153965.23,153965.23,153965.23,336356.16,308837.73,-19101.93,158311.97,521.1,521.1,100.63,142571.94,109.19,97276,274,9960.11,2.4
110_1100002_1641810582,2024-12-01,1321,30,27,291,603,601,25063,37927.08,143221.6,134299.67,8921.93,0.22,108.42,14,9,543,778,396,898,54,142634.45,142634.45,142634.45,275850.51,266841.24,-14997.19,145040.39,431.15,431.15,100.63,147732.72,111.96,101578.07,269,-11746.73,-1
110_1100002_1641810583,2023-01-01,443,33,12,70,133,130,5560,6894.9,15647.24,6569.29,9077.95,0.16,35.32,46,16,182,261,105,326,40,15522.69,15522.69,15522.69,37297.94,37238.68,-1730.31,17169.03,105.55,105.55,62.53,15647.24,35.32,0,0,0,0
110_1100002_1641810583,2023-02-01,435,33,11,73,132,130,6201,7662.4,9994.4,6858.9,3135.5,0.17,22.98,8,15,177,258,104,320,38,9902.8,9902.8,9902.8,37755.49,37733.37,-2400.45,11437.49,91.6,91.6,62.53,12820.82,29.15,0,0,-5652.84,-1.8
110_1100002_1641810583,2023-03-01,433,33,10,81,144,143,5819,8547.6,13279.61,7932.95,5346.66,0.19,30.67,13,12,174,259,105,318,37,13161.96,13161.96,13161.96,40765.2,39492.87,-2460.97,14442.88,117.65,117.65,62.53,12973.75,29.66,0,0,3285.21,-0.5
110_1100002_1641810583,2023-04-01,433,33,10,71,137,136,5441,6821.5,20690.52,16040.93,4649.59,0.16,47.78,12,6,174,259,103,320,37,20541.72,20541.72,20541.72,43235.23,43191.03,-3276.35,22379.94,108.8,108.8,62.53,14654.84,33.81,0,0,7410.91,0
110_1100002_1641810583,2023-05-01,430,33,10,86,172,168,7498,10089,19482.3,15458.6,4023.7,0.2,45.31,3,12,173,257,101,319,37,19350.2,19350.2,19350.2,58030.77,57600.78,-3487.74,21823.25,132.1,132.1,62.53,17817.48,41.25,0,0,-1208.22,-0.7
110_1100002_1641810583,2023-06-01,424,33,11,76,142,138,6272,7230.98,28745.56,21612.62,7132.94,0.18,67.8,6,15,170,254,98,315,37,28644.11,28644.11,28644.11,61126.98,59781.14,-2107.85,29979.58,101.45,101.45,62.53,22972.79,53.63,0,0,9263.26,-1.4
110_1100002_1641810583,2023-07-01,418,34,12,71,136,136,6477,7974.55,26478.11,22959.78,3518.33,0.17,63.34,9,5,168,250,97,309,36,26379.36,26379.36,26379.36,57215.91,57068.04,-4846.61,27716.27,98.75,98.75,62.53,24901.99,58.82,0,0,-2267.45,-1.4
110_1100002_1641810583,2023-08-01,422,34,12,84,159,156,8139,10387.1,28747.01,24790.25,3956.76,0.2,68.12,8,13,169,253,100,310,36,28598.46,28598.46,28598.46,68593.26,67333.46,-4759.5,30436.99,109.55,109.55,62.53,27990.23,66.42,0,0,2268.9,1
110_1100002_1641810583,2023-09-01,415,34,12,74,137,132,5116,6552.5,38598.55,36258.4,2340.15,0.18,93.01,6,12,162,253,93,310,36,38394.9,38394.9,38394.9,63378.71,63378.23,-1341.29,39993.64,105.65,105.65,62.53,31274.56,74.82,0,0,9851.54,-1.7
110_1100002_1641810583,2023-10-01,413,34,11,75,146,141,6354,8307.9,30496.78,28645,1851.78,0.18,73.84,10,4,160,253,91,311,36,30039.58,30039.58,30039.58,60237.44,60194.42,-3316.96,31200.17,103.2,103.2,62.53,32614.11,78.32,0,0,-8101.77,-0.5
110_1100002_1641810583,2023-11-01,428,33,11,93,177,174,6982,8659.15,31617.55,29658.29,1959.26,0.22,73.87,18,3,169,259,101,316,38,31042.15,31042.15,31042.15,70223.19,68930.47,-5538.05,32561.61,145.4,145.4,62.53,33570.96,80.24,0,0,1120.77,3.6
110_1100002_1641810583,2023-12-01,425,33,11,75,133,131,4733,7008.7,32852.26,31591.5,1260.76,0.18,77.3,0,23,167,258,101,313,37,32673.21,32673.21,32673.21,52894.1,52808.73,-1702.2,33798.57,120.05,120.05,62.53,31655.53,75,0,0,1234.71,-0.7
110_1100002_1641810583,2024-01-01,459,33,12,102,204,203,9559,13382.6,21636.04,8357.18,13278.86,0.22,47.14,57,8,179,280,111,336,42,21338.54,21338.54,21338.54,61503.95,61490.45,-5695.81,22596.93,141.5,141.5,62.53,28701.95,66.1,15647.24,70,-11216.22,8
