health_plan_id,month_date,total_eligible_members,avg_member_age,medicare_aged_members,utilizing_members,total_claims,total_unique_drugs,total_days_supply,total_quantity,total_drug_spend,plan_paid_amount,patient_paid_amount,utilization_rate,pmpm_total_spend,new_members,termed_members,male_members,female_members,pediatric_members,adult_members,unique_zip_codes,total_approved_ingredient_cost,total_calculated_ingredient_cost,total_payable_ingredient_cost,total_submitted_ingredient_cost,total_awp_cost,total_submitted_fee,total_acquisition_cost,total_approved_fee,total_calculated_fee,total_pmpm_all_months,rolling_3month_spend,rolling_3month_pmpm,prior_year_spend,prior_year_utilizing_members,mom_spend_change,mom_membership_change_pct
320_3200225_1644006437,2023-06-01,9,33,0,1,1,1,90,90,2.03,2.03,0,0.11,0.23,0,0,4,5,1,8,2,2.03,2.03,2.03,130.73,217.89,5,10.04,0,0,4.08,7.25,0.81,0,0,-0.29,0
320_3200225_1644006437,2023-07-01,9,33,0,2,4,4,129,215,18.63,0,18.63,0.22,2.07,0,0,4,5,1,8,2,16.63,16.63,16.63,761.65,516.34,40,30.38,2,2,4.08,7.66,0.85,0,0,16.6,0
320_3200225_1644006437,2023-08-01,14,22,0,1,5,5,43,90,13.15,0,13.15,0.07,0.94,2,1,5,9,6,8,2,8.15,8.15,8.15,583.16,482.27,70,29.33,5,5,4.08,11.27,1.08,0,0,-5.48,55.6
320_3200225_1644006437,2023-09-01,13,24,0,5,11,11,250,801,147.81,64.69,83.12,0.38,11.37,0,0,5,8,5,8,2,137.81,137.81,137.81,840.83,708.99,160,225.28,10,10,4.08,59.86,4.79,0,0,134.66,-7.1
320_3200225_1644006437,2023-10-01,13,24,0,1,3,2,47,52,14.11,14.11,0,0.08,1.09,0,0,5,8,5,8,2,11.11,11.11,11.11,66.49,68.86,30,43.58,3,3,4.08,58.36,4.47,0,0,-133.7,0
320_3200225_1644006437,2023-11-01,13,24,0,5,10,10,237,317,55.82,33.94,21.88,0.38,4.29,0,1,5,8,5,8,2,45.47,45.47,45.47,1163.07,1215.15,-511.62,157.84,10.35,10.35,4.08,72.58,5.58,0,0,41.71,0
320_3200225_1644006437,2023-12-01,12,26,0,3,5,5,133,360,25.77,5.92,19.85,0.25,2.15,0,12,5,7,4,8,2,21.77,21.77,21.77,917.96,628.09,54.17,29.78,4,4,4.08,31.9,2.51,0,0,-30.05,-7.7
320_3200230_1644006448,2023-01-01,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200230_1644006448,2023-02-01,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200230_1644006448,2023-03-01,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200230_1644006448,2023-04-01,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200230_1644006448,2023-05-01,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200230_1644006448,2023-06-01,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200230_1644006448,2023-07-01,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200230_1644006448,2023-08-01,1,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200230_1644006450,2023-01-01,3,27,0,2,3,3,150,210,13.25,8.25,5,0.67,4.42,3,0,2,1,1,2,1,9.3,9.3,9.3,459.18,394.99,25.98,16.54,3.95,3.95,45.07,13.25,4.42,0,0,0,0
320_3200230_1644006450,2023-02-01,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,45.07,6.63,2.21,0,0,-13.25,0
320_3200230_1644006450,2023-03-01,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,45.07,4.42,1.47,0,0,0,0
320_3200230_1644006450,2023-04-01,3,27,0,2,4,4,164,325,69.68,54.68,15,0.67,23.23,0,0,2,1,1,2,1,64.48,64.48,64.48,571.37,488.49,37.97,125.3,5.2,5.2,45.07,23.23,7.74,0,0,69.68,0
320_3200230_1644006450,2023-05-01,3,27,0,2,2,2,60,120,76.98,51.98,25,0.67,25.66,0,0,2,1,1,2,1,74.38,74.38,74.38,410.34,354.29,13.99,24.64,2.6,2.6,45.07,48.89,16.3,0,0,7.3,0
320_3200230_1644006450,2023-06-01,3,27,0,1,1,1,30,30,18.75,13.75,5,0.33,6.25,0,0,2,1,1,2,1,17.5,17.5,17.5,512.44,427.03,11.99,48.83,1.25,1.25,45.07,55.14,18.38,0,0,-58.23,0
320_3200230_1644006450,2023-07-01,3,27,0,1,1,1,90,50,12.43,12.43,0,0.33,4.14,0,0,2,1,1,2,1,11.08,11.08,11.08,19.25,16.04,11.99,13.37,1.35,1.35,45.07,36.05,12.02,0,0,-6.32,0
320_3200230_1644006450,2023-08-01,3,27,0,1,2,2,120,120,372.19,352.19,20,0.33,124.06,0,0,2,1,1,2,1,369.59,369.59,369.59,818.56,682.13,23.98,378.37,2.6,2.6,45.07,134.46,44.82,0,0,359.76,0
320_3200230_1644006450,2023-09-01,3,27,0,1,1,1,30,30,366.87,346.87,20,0.33,122.29,0,0,2,1,1,2,1,365.62,365.62,365.62,531.82,443.18,11.99,369.32,1.25,1.25,45.07,250.5,83.5,0,0,-5.32,0
320_3200230_1644006450,2023-10-01,3,27,0,1,1,1,30,30,366.87,346.87,20,0.33,122.29,0,0,2,1,1,2,1,365.62,365.62,365.62,531.82,443.18,11.99,369.32,1.25,1.25,45.07,368.64,122.88,0,0,0,0
320_3200230_1644006450,2023-11-01,3,27,0,1,3,3,150,150,190.42,165.42,25,0.33,63.47,0,3,2,1,1,2,1,186.57,186.57,186.57,860.45,717.04,35.97,189.02,3.85,3.85,45.07,308.05,102.68,0,0,-176.45,0
320_3200230_1644008350,2024-01-01,1,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200230_1644008350,2024-02-01,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200230_1644008350,2024-03-01,1,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200230_1644008350,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2023-01-01,2,60,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2023-02-01,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2023-03-01,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2023-04-01,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2023-05-01,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2023-06-01,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2023-07-01,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2023-08-01,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2023-09-01,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2023-10-01,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2023-11-01,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2023-12-01,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2024-01-01,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2024-02-01,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200233_1644007765,2024-03-01,2,61,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200236_1644006461,2023-01-01,1,44,0,1,1,1,30,60,552.78,552.78,0,1,552.78,0,0,1,0,0,1,1,551.78,551.78,551.78,807.48,672.9,9.99,560.75,1,1,613.05,552.78,552.78,0,0,0,0
320_3200236_1644006461,2023-02-01,1,44,0,1,2,2,54,84,707.54,702.54,5,1,707.54,0,0,1,0,0,1,1,705.54,705.54,705.54,2572.82,2144.02,19.98,710.43,2,2,613.05,630.16,630.16,0,0,154.76,0
320_3200236_1644006461,2023-03-01,1,44,0,1,1,1,30,60,552.78,552.78,0,1,552.78,0,0,1,0,0,1,1,551.78,551.78,551.78,807.48,672.9,9.99,560.75,1,1,613.05,604.37,604.37,0,0,-154.76,0
320_3200236_1644006461,2023-04-01,1,44,0,1,1,1,30,60,552.78,552.78,0,1,552.78,0,0,1,0,0,1,1,551.78,551.78,551.78,807.48,672.9,9.99,560.75,1,1,613.05,604.37,604.37,0,0,0,0
320_3200236_1644006461,2023-05-01,1,44,0,1,1,1,30,60,552.78,552.78,0,1,552.78,0,0,1,0,0,1,1,551.78,551.78,551.78,807.48,672.9,9.99,560.75,1,1,613.05,552.78,552.78,0,0,0,0
320_3200236_1644006461,2023-06-01,1,44,0,1,4,3,77,111,759.64,744.64,15,1,759.64,0,1,1,0,0,1,1,755.64,755.64,755.64,4235.31,3529.42,39.96,825.3,4,4,613.05,621.73,621.73,0,0,206.86,0
320_3200242_1644006477,2023-02-01,2,22,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0
320_3200242_1644006477,2023-03-01,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0
320_3200242_1644006477,2023-04-01,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0
320_3200242_1644006477,2023-05-01,2,22,0,1,1,1,1,4,8.42,0,8.42,0.5,4.21,0,0,1,1,0,2,1,7.52,7.52,7.52,49.5,49.5,7,5.18,0.9,0.9,5.03,2.81,1.4,0,0,8.42,0
320_3200242_1644006477,2023-06-01,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,5.03,2.81,1.4,0,0,-8.42,0
320_3200242_1644006477,2023-07-01,2,23,0,1,1,1,5,10,59.21,0,59.21,0.5,29.61,0,0,1,1,0,2,1,58.31,58.31,58.31,154.57,154.57,7,18.5,0.9,0.9,5.03,22.54,11.27,0,0,59.21,0
320_3200242_1644006477,2023-08-01,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,5.03,19.74,9.87,0,0,-59.21,0
320_3200242_1644006477,2023-09-01,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,5.03,19.74,9.87,0,0,0,0
320_3200242_1644006477,2023-10-01,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0
320_3200242_1644006477,2023-11-01,2,23,0,1,4,4,28,46,63.09,37.6,25.49,0.5,31.55,0,1,1,1,0,2,1,59.29,59.29,59.29,233.87,233.87,10.54,62.5,3.8,3.8,5.03,21.03,10.52,0,0,63.09,0
320_3200242_1644006477,2023-12-01,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5.03,21.03,10.52,0,0,-63.09,-50
320_3200242_1644006477,2024-01-01,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5.03,21.03,10.52,0,0,0,0
320_3200242_1644006477,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0
320_3200242_1644006478,2023-01-01,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.58,0,0,0,0,0,0
320_3200242_1644006478,2023-02-01,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.58,0,0,0,0,0,0
320_3200242_1644006478,2023-03-01,1,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.58,0,0,0,0,0,0
320_3200242_1644006478,2023-04-01,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.58,0,0,0,0,0,0
320_3200242_1644006478,2023-05-01,3,38,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,19.58,0,0,0,0,0,200
320_3200242_1644006478,2023-06-01,3,38,1,1,3,3,150,180,24.3,17.33,6.97,0.33,8.1,0,0,1,2,0,2,1,21.8,21.8,21.8,613.32,613.32,-552.32,23.64,2.5,2.5,19.58,8.1,2.7,0,0,24.3,0
320_3200242_1644006478,2023-07-01,3,38,1,1,1,1,30,60,7.08,0,7.08,0.33,2.36,0,0,1,2,0,2,1,5.83,5.83,5.83,64.43,64.43,-56.43,3.99,1.25,1.25,19.58,10.46,3.49,0,0,-17.22,0
320_3200242_1644006478,2023-08-01,3,38,1,1,1,1,30,60,6.83,0,6.83,0.33,2.28,0,0,1,2,0,2,1,5.58,5.58,5.58,64.43,64.43,-56.43,3.99,1.25,1.25,19.58,12.74,4.25,0,0,-0.25,0
320_3200242_1644006478,2023-09-01,3,38,1,1,2,2,36,72,8.89,0,8.89,0.33,2.96,0,0,1,2,0,2,1,6.39,6.39,6.39,78.29,78.29,-65.1,4.72,2.5,2.5,19.58,7.6,2.53,0,0,2.06,0
320_3200242_1644006478,2023-10-01,3,38,1,1,2,2,125,229,775.32,747.57,27.75,0.33,258.44,0,2,1,2,0,2,1,774.07,774.07,774.07,1222.3,1222.3,-358.71,746.97,1.25,1.25,19.58,263.68,87.89,0,0,766.43,0
320_3200242_1644006478,2023-11-01,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.58,261.4,87.13,0,0,-775.32,-66.7
320_3200242_1644006478,2023-12-01,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.58,258.44,86.15,0,0,0,0
320_3200242_1644006478,2024-01-01,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.58,0,0,0,0,0,0
320_3200242_1644006478,2024-02-01,1,66,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.58,0,0,0,0,0,0
320_3200247_1641810938,2023-01-01,2,46,0,1,2,2,60,46,7.84,0,7.84,0.5,3.92,0,0,2,0,0,2,2,5.84,5.84,5.84,101.67,101.67,-10.69,12.49,2,2,3.86,7.84,3.92,0,0,0,0
320_3200247_1641810938,2023-02-01,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,3.86,3.92,1.96,0,0,-7.84,0
320_3200247_1641810938,2023-03-01,2,46,0,1,3,3,90,76,9.72,1.88,7.84,0.5,4.86,0,0,2,0,0,2,2,6.72,6.72,6.72,106.61,106.61,0.06,14.94,3,3,3.86,5.85,2.93,0,0,9.72,0
320_3200247_1641810938,2023-04-01,2,46,0,1,2,2,120,120,6.47,4.39,2.08,0.5,3.24,0,0,2,0,0,2,2,4.12,4.12,4.12,41.21,41.21,9.47,8.83,2.35,2.35,3.86,5.4,2.7,0,0,-3.25,0
320_3200247_1641810938,2023-05-01,2,46,0,1,2,2,60,46,7.81,0,7.81,0.5,3.91,0,0,2,0,0,2,2,5.81,5.81,5.81,101.67,101.67,0.01,12.49,2,2,3.86,8,4,0,0,1.34,0
320_3200247_1641810938,2023-06-01,2,46,0,1,2,2,60,76,8.45,0,8.45,0.5,4.23,0,0,2,0,0,2,2,6.45,6.45,6.45,115,115,-13.62,13.62,2,2,3.86,7.58,3.79,0,0,0.64,0
320_3200247_1641810938,2023-07-01,2,46,0,1,2,2,60,76,8.26,0,8.26,0.5,4.13,0,0,2,0,0,2,2,6.26,6.26,6.26,113.86,113.86,-12.48,13.62,2,2,3.86,8.17,4.09,0,0,-0.19,0
320_3200247_1641810938,2023-08-01,2,46,0,1,3,3,150,166,11.75,3.49,8.26,0.5,5.88,0,0,2,0,0,2,2,8.4,8.4,8.4,127.59,127.59,-6.52,22.84,3.35,3.35,3.86,9.49,4.75,0,0,3.49,0
320_3200247_1641810938,2023-09-01,2,46,0,1,1,1,7,21,2.6,0,2.6,0.5,1.3,0,0,2,0,0,2,2,1.6,1.6,1.6,26.89,26.89,-3.9,12.86,1,1,3.86,7.54,3.77,0,0,-9.15,0
320_3200247_1641810938,2023-10-01,2,46,0,2,4,4,72,105,21.36,0,21.36,1,10.68,0,0,2,0,0,2,2,17.56,17.56,17.56,156.89,156.89,-17.68,26.35,3.8,3.8,3.86,11.9,5.95,0,0,18.76,0
320_3200247_1641810938,2023-11-01,2,46,0,1,2,2,120,106,10.01,3.85,6.16,0.5,5.01,0,0,2,0,0,2,2,7.66,7.66,7.66,108.14,108.14,-22.76,20.98,2.35,2.35,3.86,11.32,5.66,0,0,-11.35,0
320_3200247_1641810938,2023-12-01,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,3.86,10.46,5.23,0,0,-10.01,0
320_3200247_1641810938,2024-01-01,2,47,0,1,1,1,30,16,6.16,0,6.16,0.5,3.08,0,2,2,0,0,2,2,5.16,5.16,5.16,93.33,93.33,-27.64,13.64,1,1,3.86,5.39,2.7,7.84,1,6.16,0
320_3200247_1644006502,2023-01-01,6,36,0,1,1,1,90,90,3.88,3.88,0,0.17,0.65,0,0,3,3,2,4,3,2.53,2.53,2.53,89.1,89.1,-33.41,6.3,1.35,1.35,5.91,3.88,0.65,0,0,0,0
320_3200247_1644006502,2023-02-01,6,36,0,2,2,2,95,100,8.84,3.97,4.87,0.33,1.47,0,0,3,3,2,4,3,7.84,7.84,7.84,274.3,274.3,43.12,24.77,1,1,5.91,6.36,1.06,0,0,4.96,0
320_3200247_1644006502,2023-03-01,6,36,0,2,2,2,135,180,5.69,3.53,2.16,0.33,0.95,0,0,3,3,2,4,3,4.69,4.69,4.69,185.25,185.25,-5.35,9.86,1,1,5.91,6.14,1.02,0,0,-3.15,0
320_3200247_1644006502,2023-04-01,6,36,0,1,1,1,90,90,8.06,8.06,0,0.17,1.34,0,0,3,3,2,4,3,6.71,6.71,6.71,782.84,782.84,-467.15,18.07,1.35,1.35,5.91,7.53,1.25,0,0,2.37,0
320_3200247_1644006502,2023-05-01,6,37,0,2,3,3,210,480,21.58,21.58,0,0.33,3.6,0,0,3,3,2,4,3,19.23,19.23,19.23,591.07,591.07,-166.88,29.45,2.35,2.35,5.91,11.78,1.96,0,0,13.52,0
320_3200247_1644006502,2023-06-01,6,37,0,2,2,2,90,90,4.28,1.93,2.35,0.33,0.71,0,0,3,3,2,4,3,2.28,2.28,2.28,109.64,109.64,-3.66,7.25,2,2,5.91,11.31,1.88,0,0,-17.3,0
320_3200247_1644006502,2023-07-01,6,37,0,1,3,3,270,540,27.87,27.87,0,0.17,4.65,0,0,3,3,2,4,3,23.82,23.82,23.82,1224.96,1224.96,-716.59,45.07,4.05,4.05,5.91,17.91,2.99,0,0,23.59,0
320_3200247_1644006502,2023-08-01,6,37,0,2,4,4,71,367,62.27,2.32,59.95,0.33,10.38,0,0,3,3,2,4,3,58.27,58.27,58.27,241.98,238.76,86.24,107.92,4,4,5.91,31.47,5.25,0,0,34.4,0
320_3200247_1644006502,2023-09-01,6,37,0,2,4,4,268,267.5,93.35,91.33,2.02,0.33,15.56,0,0,3,3,2,4,3,72,72,72,583.94,539.91,-30.03,89.14,2.35,2.35,5.91,61.16,10.2,0,0,31.08,0
320_3200247_1644006502,2023-10-01,6,37,0,1,3,3,181,450.5,188.92,188.92,0,0.17,31.49,0,0,3,3,2,4,3,145.22,145.22,145.22,1339.95,1245.36,-614.28,164.67,3.7,3.7,5.91,114.85,19.14,0,0,95.57,0
320_3200247_1644006502,2023-11-01,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,3,0,0,0,0,0,0,0,0,0,5.91,94.09,15.68,0,0,-188.92,0
320_3200247_1644006502,2023-12-01,6,37,0,2,4,4,192,210,11.48,3.39,8.09,0.33,1.91,0,0,3,3,2,4,3,9.48,9.48,9.48,390.49,390.49,119.96,22.66,2,2,5.91,66.8,11.13,0,0,11.48,0
320_3200247_1644006502,2024-01-01,6,37,0,1,3,3,270,540,24.63,24.63,0,0.17,4.11,0,6,3,3,2,4,3,20.58,20.58,20.58,1224.96,1224.96,-704.29,45.07,4.05,4.05,5.91,12.04,2.01,3.88,1,13.15,0
320_3200248_1644006511,2023-01-01,3,53,0,1,1,1,84,84,7.43,7.43,0,0.33,2.48,0,0,1,2,0,3,2,6.43,6.43,6.43,96.69,96.69,24.44,21.75,1,1,0.87,7.43,2.48,0,0,0,0
320_3200248_1644006511,2023-02-01,4,47,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0.87,3.72,1.24,0,0,-7.43,33.3
320_3200248_1644006511,2023-03-01,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0.87,2.48,0.83,0,0,0,0
320_3200248_1644006511,2023-04-01,4,47,0,1,1,1,84,84,7.43,7.43,0,0.25,1.86,0,1,2,2,0,4,2,6.43,6.43,6.43,96.69,96.69,24.44,21.75,1,1,0.87,2.48,0.62,0,0,7.43,0
320_3200248_1644006511,2023-05-01,3,54,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0.87,2.48,0.62,0,0,-7.43,-25
320_3200250_1644007937,2023-02-01,1,38,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200250_1644007937,2023-03-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200250_1644007937,2023-04-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200250_1644007937,2023-05-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200250_1644007937,2023-06-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200250_1644007937,2023-07-01,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200250_1644007937,2023-08-01,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200250_1644007937,2023-09-01,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200250_1644007937,2023-10-01,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200250_1644007937,2023-11-01,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200250_1644007937,2023-12-01,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200250_1644007937,2024-01-01,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320_3200253_1644006519,2023-01-01,2,60,0,2,2,2,60,120,5.89,0,5.89,1,2.95,0,0,2,0,0,2,2,3.89,3.89,3.89,621.8,488.69,25,9.84,2,2,72.98,5.89,2.95,0,0,0,0
320_3200253_1644006519,2023-02-01,2,60,0,1,2,2,60,90,4.42,0,4.42,0.5,2.21,0,0,2,0,0,2,2,2.22,2.22,2.22,275.86,212.2,30,2.82,2.2,2.2,72.98,5.16,2.58,0,0,-1.47,0
320_3200253_1644006519,2023-03-01,2,60,0,1,1,1,90,270,402.62,392.62,10,0.5,201.31,0,0,2,0,0,2,2,402.62,402.62,402.62,561.2,561.2,0,351.57,0,0,72.98,137.64,68.82,0,0,398.2,0
320_3200253_1644006519,2023-04-01,2,60,0,1,2,2,60,120,6.17,0,6.17,0.5,3.09,0,1,2,0,0,2,2,4.17,4.17,4.17,661.97,509.21,30,8.64,2,2,72.98,137.74,68.87,0,0,-396.45,0
320_3200253_1644006519,2023-05-01,1,61,0,1,2,2,21,43,3.5,0,3.5,1,3.5,0,0,1,0,0,1,1,1.5,1.5,1.5,96.18,96.19,20,1.83,2,2,72.98,137.43,69.3,0,0,-2.67,-50
320_3200253_1644006519,2023-06-01,1,61,0,1,1,1,90,270,415.22,405.22,10,1,415.22,0,0,1,0,0,1,1,415.22,415.22,415.22,561.22,561.22,0,216,0,0,72.98,141.63,140.6,0,0,411.72,0
320_3200253_1644006519,2023-07-01,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,72.98,139.57,139.57,0,0,-415.22,0
